instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
184,0.0,0.035452,0.034953,0.017835,0.015609,0.01551,0.01569,0.015704
185,0.0,0.034799,0.034521,0.010444,0.015331,0.01527,0.01575,0.015321
186,0.0,0.034892,0.032988,0.017441,0.015014,0.015377,0.015141,0.014812
187,0.0,0.035226,0.0343,0.018136,0.015393,0.015349,0.015487,0.015318
188,0.0,0.033677,0.034415,0.017618,0.015088,0.01503,0.015177,0.015098
189,0.0,0.034884,0.03461,0.017974,0.015464,0.015373,0.015528,0.015331
190,0.0,0.034915,0.034007,0.017767,0.015532,0.015501,0.015611,0.01538
191,0.0,0.035266,0.03446,0.017347,0.015382,0.015419,0.015622,0.01548
192,0.0,0.034342,0.033957,0.010477,0.01545,0.015378,0.015684,0.015626
193,0.0,0.034582,0.034741,0.01042,0.015404,0.015292,0.015594,0.015384
194,0.0,0.034588,0.034035,0.010631,0.015563,0.015648,0.01572,0.015615
195,0.0,0.034875,0.034036,0.010445,0.015718,0.015496,0.015919,0.015585
196,0.0,0.035043,0.034879,0.01794,0.015627,0.015737,0.015892,0.015728
197,0.0,0.034719,0.033852,0.010553,0.015667,0.0155,0.015681,0.015488
198,0.0,0.036135,0.034734,0.010644,0.015883,0.015815,0.016025,0.015845
199,0.0,0.034217,0.034105,0.010522,0.015478,0.015561,0.015715,0.015546
200,0.0,0.034981,0.034223,0.017862,0.015874,0.015748,0.0158,0.015616
201,0.0,0.034736,0.03468,0.018238,0.015683,0.015746,0.015961,0.015747
202,0.0,0.034542,0.034161,0.008317,0.015684,0.015752,0.015794,0.015766
203,0.0,0.03397,0.033345,0.017772,0.015431,0.015365,0.015695,0.01538
204,0.0,0.035263,0.033868,0.018106,0.015704,0.015699,0.016058,0.015653
205,0.0,0.03552,0.034969,0.018053,0.015981,0.015992,0.016278,0.0159
206,0.0,0.036093,0.03476,0.018134,0.015935,0.015997,0.016088,0.016074
207,0.0,0.035036,0.033859,0.017707,0.015526,0.015504,0.016125,0.015457
208,0.0,0.035249,0.034478,0.017804,0.015763,0.015781,0.015821,0.015693
209,0.0,0.034669,0.034171,0.01823,0.0157,0.015709,0.015879,0.015664
210,0.0,0.03545,0.035249,0.017829,0.015879,0.015807,0.016088,0.01584
211,0.0,0.034685,0.034112,0.017823,0.045225,0.045355,0.045519,0.047595
212,0.0,0.035168,0.03461,0.018127,0.016212,0.016018,0.016208,0.016074
213,0.0,0.035092,0.03416,0.017703,0.015875,0.016006,0.01602,0.015946
214,0.0,0.035617,0.034514,0.017968,0.016153,0.016165,0.016335,0.016186
215,0.0,0.035172,0.034908,0.017963,0.016301,0.01628,0.016545,0.016333
216,0.0,0.034545,0.033879,0.008587,0.015785,0.015792,0.01598,0.015681
217,0.0,0.035647,0.034724,0.010641,0.015966,0.016167,0.016635,0.016045
218,0.0,0.034926,0.034103,0.01823,0.016255,0.016102,0.016368,0.01601
219,0.0,0.035519,0.034853,0.009488,0.016248,0.016287,0.016458,0.016207
220,0.0,0.033931,0.033811,0.017561,0.015916,0.015866,0.015953,0.015991
