instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
286,1.123,0.677953,0.826653,0.03145,0.216819,0.234996,0.221678,0.172661
287,1.128,0.676173,0.836217,0.035071,0.216144,0.23524,0.226932,0.173235
288,1.124,0.687445,0.825172,0.035685,0.22094,0.237234,0.221913,0.174375
289,1.112,0.676589,0.836032,0.035127,0.229136,0.237123,0.237083,0.174452
290,1.106,0.717904,0.828813,0.034333,0.221438,0.237735,0.235684,0.173447
291,1.114,0.676928,0.835681,0.031864,0.235167,0.236455,0.236398,0.174369
292,1.121,0.680016,0.831819,0.034196,0.237747,0.238764,0.230875,0.174827
293,1.119,0.675135,0.834602,0.031542,0.237289,0.232882,0.219559,0.175154
294,1.128,0.686091,0.825384,0.034404,0.232532,0.227122,0.221251,0.175974
295,1.133,0.704582,0.831305,0.034699,0.224679,0.233282,0.225439,0.1757
296,1.117,0.680704,0.835691,0.03159,0.238629,0.22811,0.220158,0.175585
297,1.116,0.678006,0.833475,0.034457,0.238422,0.234532,0.221929,0.17604
298,1.11,0.731128,0.827363,0.034211,0.237335,0.229361,0.220585,0.174689
299,1.113,0.682122,0.832896,0.031804,0.23509,0.23443,0.220824,0.176088
300,1.119,0.677317,0.830409,0.035168,0.241884,0.228487,0.22606,0.176456
301,1.132,0.671455,0.830153,0.034543,0.232596,0.240479,0.238394,0.17661
302,1.123,0.688206,0.831084,0.030925,0.228622,0.241415,0.237838,0.177292
303,1.109,0.675607,0.830781,0.03147,0.240752,0.24141,0.239726,0.177263
304,1.108,0.723887,0.833244,0.034122,0.239475,0.242475,0.24214,0.176628
305,1.114,0.67977,0.822062,0.031774,0.239264,0.240989,0.242669,0.176719
306,1.125,0.67889,0.83826,0.032321,0.240345,0.239213,0.237495,0.177293
307,1.121,0.686079,0.824149,0.035686,0.235134,0.24413,0.224382,0.178744
308,1.128,0.682289,0.832828,0.031368,0.224466,0.243637,0.228837,0.178772
309,1.114,0.678854,0.827879,0.034185,0.23061,0.24451,0.241266,0.178753
310,1.117,0.680525,0.828841,0.031147,0.241854,0.237828,0.243341,0.179146
311,1.132,0.669612,0.832552,0.031292,0.2366,0.227589,0.237817,0.179407
312,1.1230000000000002,0.678157,0.823854,0.034158,0.232475,0.227341,0.232688,0.179945
313,1.117,0.708576,0.830158,0.031299,0.2437,0.227448,0.245881,0.179699
314,1.137,0.679001,0.83507,0.030955,0.237142,0.232986,0.238873,0.178798
315,1.1070000000000002,0.670733,0.827489,0.031146,0.225942,0.245896,0.22722,0.187038
316,1.122,0.681823,0.862081,0.032111,0.232387,0.245064,0.234412,0.18686
317,1.129,0.682465,0.831687,0.03204,0.244945,0.247044,0.238665,0.181276
318,1.113,0.703969,0.823049,0.031589,0.244555,0.240779,0.22771,0.182182
319,1.139,0.681186,0.826932,0.030957,0.238678,0.229899,0.229211,0.182017
320,1.113,0.677181,0.830416,0.034415,0.234525,0.229416,0.233663,0.18105
321,1.113,0.685512,0.829107,0.031582,0.239022,0.229434,0.234121,0.181065
322,1.119,0.683818,0.831182,0.031934,0.23511,0.235221,0.248566,0.182205
323,1.121,0.679287,0.831359,0.032281,0.239785,0.240715,0.247874,0.182376
324,1.112,0.677119,0.836279,0.031617,0.22885,0.238643,0.240215,0.181564
325,1.134,0.678201,0.821818,0.033911,0.235737,0.240636,0.235012,0.182005
326,1.11,0.675831,0.829477,0.031132,0.24024,0.238102,0.242012,0.181784
327,1.113,0.675485,0.837205,0.0344,0.22933,0.243424,0.231832,0.182553
