instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
100,1.513,0.948282,0.888468,0.317314,0.284367,0.411684,0.287445,1.36598
101,1.16,0.764917,0.886499,0.517856,0.286704,0.301382,0.290708,0.610885
102,1.183,0.775971,0.885585,0.264528,0.289133,0.39646,0.290375,0.876029
103,1.538,0.739198,0.885379,0.3934669999999999,0.289816,0.604419,0.293571,0.510909
104,1.299,1.029122,0.888911,1.328615,0.290348,0.502497,0.300792,7.37376
105,1.157,0.765731,0.891297,0.637061,0.293451,0.343097,0.300287,1.14256
106,1.643,1.101402,0.891657,0.23458,0.303362,0.448455,0.295976,1.68411
107,1.148,0.804785,0.904225,0.679926,0.297789,0.559036,0.298287,1.02986
108,1.214,0.875543,0.886726,0.4806789999999999,0.299364,0.331348,0.301823,0.943728
109,1.148,0.75861,0.899737,0.1377789999999999,0.300051,0.325049,0.307025,0.576533
110,1.231,0.943938,0.960032,0.299698,0.300085,0.342957,0.303467,0.749661
111,1.175,0.783593,0.882966,0.471359,0.302337,0.853447,0.302616,2.24873
112,1.211,0.791503,0.889307,0.330404,0.305554,0.538839,0.305874,0.77035
113,1.145,0.758162,0.899514,0.271942,0.342178,0.34341,0.308072,0.790205
114,1.383,0.809682,0.882529,0.246287,0.305379,0.494425,0.306736,2.34713
115,1.318,0.768393,0.893597,0.50853,0.405009,0.477416,0.30823,0.800506
116,1.638,2.146369,0.893712,1.468792,0.311411,0.992849,0.316261,1.27564
117,1.257,0.806314,0.906307,0.233024,0.313554,0.41341,0.313768,0.97395
118,1.204,0.887855,0.88307,0.17673,0.311135,0.436517,0.316539,1.19526
119,1.678,1.189174,0.897603,0.333507,0.764312,0.462236,0.323156,0.816916
120,1.362,0.895282,0.886186,2.848065,0.316554,0.930036,0.333601,3.41704
121,1.422,0.891527,0.890549,0.171147,0.31904,0.679745,0.32556,2.62676
122,1.154,0.770845,0.889039,0.140507,0.320307,0.318473,0.321584,0.903021
